"","Plot","TagID","Year_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","logsize_t","logsize_t1","ant_t","ant_t1","Antcount_t","Year_t1","Recruit","Survival_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","flower_YN","Newplant","Damage","NP_adult","NP_juv","CV","WVL","MA"
"18","1","38",2023,1,2,1,11.9042236989188,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"19","1","39",2023,0,0,0,9.80688884751582,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"20","1","41",2023,5,13,8,12.9706319887981,NA,"liom",NA,2,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"21","1","42",2023,26,43,17,13.3011684956257,NA,"liom",NA,2,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"22","1","43",2023,5,6,1,12.1786930455352,NA,"liom",NA,1,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"23","1","52",2023,0,0,0,10.7597572855299,NA,"liom",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"24","1","54",2023,0,0,0,11.2608896898324,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"25","1","55",2023,0,0,0,11.6166726149881,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"26","1","56",2023,0,2,2,12.2771559887292,NA,"other",NA,1,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"27","1","59",2023,1,2,1,11.0239930494947,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"28","1","62",2023,0,0,0,10.088274103694,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"29","1","64",2023,0,0,0,6.78781829183334,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"30","1","66",2023,0,0,0,11.917833142611,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"31","1","67",2023,0,0,0,9.78800491573672,NA,"crem",NA,7,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"32","1","70",2023,0,1,1,9.1882728070997,NA,"crem",NA,5,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"33","1","84",2023,0,0,0,3.97056312260799,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"34","1","85",2023,0,0,0,6.8342443887079,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"35","1","86",2023,0,0,0,10.611019760865,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"36","1","87",2023,0,0,0,5.29379934776075,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"37","1","89",2023,0,0,0,3.05427239073384,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"38","1","90",2023,0,0,0,1.9920277462366,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"39","1","95",2023,0,0,0,7.18498459712681,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"40","1","96",2023,0,0,0,11.5580876058485,NA,"crem",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"41","1","118",2023,0,0,0,7.83764041633202,NA,"other",NA,9,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"42","1","119",2023,0,0,0,7.6815422490951,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"43","1","123",2023,0,0,0,8.11616394149472,NA,"other",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"44","1","126",2023,0,0,0,4.58674926203181,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"45","1","127",2023,0,0,0,2.17880365337994,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"46","1","129",2023,0,0,0,7.30395740091879,NA,"other",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"47","1","130",2023,0,0,0,7.57549048839695,NA,"crem",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"48","1","131",2023,0,0,0,7.85261044878999,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"49","1","132",2023,0,0,0,1.95566010206573,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"50","1","133",2023,0,0,0,7.34507001247389,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"51","1","134",2023,0,0,0,6.34046066362234,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"52","1","19A",2023,0,0,0,11.1469365738197,NA,"other",NA,6,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"53","1","19B",2023,0,0,0,10.9662501368132,NA,"other",NA,2,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"54","1","51B",2023,0,0,0,6.34046066362234,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"55","1","53X",2023,0,0,0,8.38484180111906,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"56","1","53Y",2023,0,4,4,11.5824275023843,NA,"crem",NA,13,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"57","1","63B",2023,0,0,0,7.4421077393996,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"58","1","75B",2023,0,0,0,9.73071426174847,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"59","1","82A",2023,0,0,0,-0.24156447527049,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"60","1","82C",2023,0,0,0,5.29379934776075,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"61","1","TR1",2023,0,0,0,9.68264440007889,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"62","1","TR11",2023,0,0,0,9.4007314583139,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"63","1","TR12",2023,4,4,0,11.4547236710021,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"64","1","TR13",2023,0,1,1,9.58374529620161,NA,"other",NA,6,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"65","1","TR2",2023,0,0,0,9.52403936990225,NA,"crem",NA,4,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"66","1","TR9",2023,0,0,0,4.71191240498582,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"67","1","135A",2023,0,0,0,5.25969373527424,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"68","1","135B",2023,0,0,0,0.0461175971812904,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"69","1","137",2023,0,0,0,7.52464053589595,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"70","1","138",2023,0,0,0,5.39915986341857,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"71","1","140",2023,0,0,0,2.44401286997966,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"72","1","141",2023,0,0,0,-0.647029583378655,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"73","1","143A",2023,0,0,0,-0.647029583378655,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"74","1","143B",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","1","143C",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","1","143D",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","1","143E",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","1","143F",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","1","143G",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","1","143H",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","1","143I",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","1","143J",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","1","143K",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","1","143L",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1","143M",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","1","143N",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","1","143O",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","1","143P",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","1","146",2023,0,0,0,3.61388817866926,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"90","1","148A",2023,0,0,0,4.15288467940195,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"91","1","148C",2023,0,0,0,1.41666360133304,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"92","1","150",2023,0,0,0,5.65191966347729,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"93","1","151",2023,0,0,0,3.36257375038836,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"94","2","1",2023,3,5,2,11.8305957526734,NA,"other",NA,12,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"95","2","2",2023,10,14,4,11.7530950270619,NA,"liom",NA,12,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"96","2","8",2023,31,37,6,12.9305885666364,NA,"liom",NA,9,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"97","2","9",2023,14,16,2,12.2136585921001,NA,"liom",NA,34,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"98","2","10",2023,0,0,0,9.86796116067691,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"99","2","11",2023,0,2,2,4.64123744731588,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"100","2","13",2023,6,11,5,12.6965935721528,NA,"other",NA,2,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"101","2","16",2023,2,2,0,12.1370248717295,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"102","2","17",2023,0,0,0,7.84996090072006,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"103","2","18",2023,0,0,0,10.7592901465253,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"104","2","19",2023,9,16,7,11.6650953384877,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"105","2","21",2023,2,16,14,11.7930464316,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"106","2","24",2023,9,12,3,12.1432246253655,NA,"liom",NA,7,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"107","2","25",2023,24,26,2,12.9135887249568,NA,"liom",NA,7,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"108","2","31",2023,8,12,4,12.1202729039438,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"109","2","36",2023,3,10,7,12.0618526431224,NA,"crem",NA,1,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"110","2","37",2023,8,13,5,12.4655743249572,NA,"liom",NA,17,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"111","2","42",2023,0,0,0,10.9709583528386,NA,"liom",NA,10,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"112","2","45",2023,54,59,5,13.9896083558755,NA,"liom",NA,22,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"113","2","46",2023,5,7,2,12.3134029268795,NA,"liom",NA,16,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"114","2","47",2023,23,25,2,12.1268310805469,NA,"liom",NA,34,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"115","2","48",2023,13,17,4,12.4795996821727,NA,"crem",NA,36,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"116","2","49",2023,54,58,4,11.8984284621033,NA,"liom",NA,153,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"117","2","51",2023,21,26,5,12.1172178122905,NA,"liom",NA,56,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"118","2","52",2023,0,0,0,7.47860140509841,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"119","2","54",2023,12,14,2,11.5252761996807,NA,"liom",NA,50,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"120","2","55",2023,2,3,1,10.4797627017829,NA,"liom",NA,17,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"121","2","56",2023,19,23,4,11.6360041032876,NA,"liom",NA,52,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"122","2","57",2023,0,0,0,10.7719697435594,NA,"crem",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"123","2","58",2023,8,11,3,12.2729115655247,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"124","2","61",2023,0,0,0,5.44795002758801,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"125","2","68",2023,8,8,0,11.3622249360049,NA,"crem",NA,14,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"126","2","69",2023,0,0,0,6.52308996007097,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"127","2","72",2023,0,0,0,9.67819004972951,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"128","2","73",2023,0,0,0,9.08543237210537,NA,"liom",NA,11,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"129","2","75",2023,0,0,0,8.16322493631511,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"130","2","76",2023,0,0,0,7.48541982274267,NA,"crem",NA,5,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"131","2","79",2023,0,0,0,0.451582705289455,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"132","2","90",2023,0,0,0,9.48426064985241,NA,"liom",NA,16,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"133","2","96",2023,0,0,0,7.18210346652619,NA,"liom",NA,5,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"134","2","97",2023,0,0,0,7.98981157030348,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"135","2","100",2023,0,0,0,9.5026097885206,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"136","2","102",2023,0,0,0,7.49328595678133,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"137","2","103",2023,0,0,0,10.0560463312455,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"138","2","104",2023,0,0,0,6.93015634954611,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"139","2","106",2023,0,0,0,7.47712101992798,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"140","2","71A",2023,0,0,0,7.02898034865023,NA,"crem",NA,15,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"141","2","71B",2023,0,0,0,9.58374529620161,NA,"liom",NA,12,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"142","2","TR11",2023,3,4,1,11.5930096117148,NA,"crem",NA,25,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","2","TR12",2023,0,0,0,8.15600022869022,NA,"liom",NA,3,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"144","2","TR13",2023,0,0,0,8.02181115764672,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"145","2","TR15",2023,0,0,0,9.23943896398788,NA,"crem",NA,21,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"146","2","TR16",2023,3,4,1,10.8867922732545,NA,"liom",NA,7,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"147","2","TR18",2023,0,1,1,9.99427971355316,NA,"liom",NA,5,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"148","2","TR1",2023,0,1,1,10.377549039586,NA,"liom",NA,11,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"149","2","TR2",2023,0,0,0,10.2890906988916,NA,"liom",NA,19,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"150","2","TR4",2023,0,0,0,9.58466399171869,NA,"liom",NA,12,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"151","2","107",2023,0,0,0,6.65841061639268,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"152","2","108",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2","109",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2","110",2023,0,0,0,3.11125932210745,NA,"other",NA,4,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"155","2","111",2023,0,0,0,4.48286913154442,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"156","2","112",2023,0,0,0,6.88773307365888,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"157","2","113",2023,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2","115",2023,0,0,0,-2.72647112505849,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"159","2","116",2023,0,0,0,0.482354363956208,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"160","2","117",2023,0,0,0,2.61106695464283,NA,"vacant",NA,0,2024,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"161","3","1",2023,161,168,7,14.0702751371071,NA,"crem",NA,18,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"162","3","2",2023,31,34,3,11.5176792542102,NA,"crem",NA,19,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"163","3","3",2023,32,34,2,11.4027992557625,NA,"crem",NA,29,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"164","3","4",2023,35,37,2,11.8753125914552,NA,"crem",NA,12,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"165","3","5",2023,51,53,2,11.4335818747867,NA,"crem",NA,12,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"166","3","6",2023,20,21,1,11.7681667934625,NA,"liom",NA,8,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"167","3","7",2023,121,127,6,13.5163529861577,NA,"liom",NA,21,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"168","3","8",2023,7,8,1,11.2385691668747,NA,"liom",NA,2,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"169","3","9",2023,1,1,0,8.75805486539004,NA,"liom",NA,5,2024,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
