"","x"
"188",6.9238057181292e+306
"189",6.01774982309268e+307
"190",1.07866933275355e+308
"191",1.39278486764137e+308
"192",5.93956830065586e+307
"193",1.65738294151042e+308
"194",9.54745822921691e+307
"195",5.56720768177587e+307
"196",6.59769332925497e+307
"197",8.2459976023121e+307
"198",1.01274417667186e+308
"199",1.03203103810194e+308
"200",1.78005783547698e+308
"201",1.24979743233175e+308
"202",1.69893819006119e+307
"203",7.05734497222417e+307
"204",3.60569796994489e+307
"205",3.78855338538588e+307
"206",1.4831446211578e+308
"207",2.07204615489212e+307
"208",1.4609918732316e+308
"209",4.24748522022936e+307
"210",1.6235771062294e+308
"211",6.59522268415489e+307
"212",8.06196649676166e+307
"213",2.2368371255653e+307
"214",1.72859291412061e+308
"215",8.56360409752403e+307
"216",1.16228726441096e+308
"217",9.67779392249259e+307
"218",1.16208826733192e+308
"219",3.14606591649088e+307
"220",1.7974899842559e+308
"221",2.43195472580389e+307
"222",1.54514805048008e+308
"223",1.1350474486622e+307
"224",6.44788303535341e+307
"225",5.60629738509093e+307
"226",8.88441898483437e+307
"227",1.39644416307756e+308
"228",8.47030352299288e+307
"229",1.66110215648673e+308
"230",5.54178586266272e+307
"231",2.67802401952006e+307
"232",1.58838421710617e+308
"233",1.09943230390314e+307
"234",9.0134612875121e+307
"235",1.69216087751901e+308
"236",9.92003162121662e+307
"237",2.15880686698876e+307
"238",1.16353383038887e+308
"239",1.27929072684753e+308
"240",8.208418503628e+307
"241",1.42151836126385e+308
"242",8.04949994602982e+306
"243",6.73159915120124e+307
"244",8.32910493659138e+306
"245",9.39141454674208e+307
"246",8.01231338719823e+307
"247",3.19274206431965e+307
"248",8.50492512230579e+307
"249",6.11146952469255e+307
"250",4.4130693631305e+306
"251",2.91460960856234e+307
"252",8.42336496682081e+307
"253",3.33516019826897e+307
"254",7.20516124500826e+307
"255",1.7126178241525e+308
"256",3.65135515725246e+307
"257",3.89050840329132e+307
"258",1.22945965726799e+308
"259",1.69619046982866e+308
"260",4.48726786528705e+307
"261",4.54288303878029e+307
"262",1.72254399010523e+308
"263",1.33635474610232e+308
"264",1.40004509351919e+307
"265",1.16577805106688e+308
"266",8.65109375250450e+307
"267",4.2695877833496e+307
"268",2.09907329051251e+307
"269",4.34792545264455e+307
"270",4.2683876325835e+307
"271",1.36456906588539e+308
"272",5.02129599241058e+307
"273",9.92381142660539e+307
"274",1.6669638152752e+308
"275",1.68418101108729e+308
"276",3.81754250374561e+307
"277",3.70770646990467e+307
"278",6.46091245938812e+307
"279",8.63073650888628e+307
"280",1.82153707549542e+307
"281",3.97343088506902e+307
"282",1.25547963793216e+308
"283",3.68657876849036e+307
"284",1.51878472209858e+308
"285",1.54509340555859e+307
"286",1.18920073606466e+308
"287",1.48483519039094e+308
"288",1.67825792453424e+308
"289",5.86883232107943e+307
"290",7.82505332098228e+307
"291",1.01361222431749e+308
"292",7.9632485339141e+307
"293",3.51886440853926e+307
"294",1.50731088282804e+308
"295",1.62206036971251e+308
"296",1.440149602303e+307
"297",1.12232435010334e+307
"298",5.78940180840664e+307
"299",1.72943046497758e+308
"300",1.24284874850768e+308
"301",4.33107337736742e+306
"302",6.2917557177543e+307
"303",1.42909718719411e+308
"304",8.7233261205316e+307
"305",1.83901763950868e+307
"306",1.04519488134633e+308
"307",3.13424494290213e+307
"308",1.43795011519554e+308
"309",1.1394282381662e+307
"310",1.46781194983524e+308
"311",5.45695511954956e+306
"312",7.8928474561852e+307
"313",1.06693078097548e+308
"314",1.31186075460592e+308
"315",8.70565950285467e+307
"316",6.30309593690262e+307
"317",1.01784226365487e+308
"318",1.53275811267679e+308
"319",1.19064704179722e+308
"320",1.54726217349355e+307
"321",4.10608934031188e+307
"322",3.55111588185296e+307
"323",1.67550720859147e+308
"324",1.57846718317342e+308
"325",1.43669270234463e+308
"326",1.51026011740993e+308
"327",9.34252576217545e+307
"328",1.65574511863655e+308
"329",3.55903942254154e+307
"330",8.74306352532736e+306
"331",1.31667185379312e+308
"332",7.4575524909411e+307
"333",1.48784511501356e+308
"334",1.30918888965953e+308
"335",1.28992230280619e+308
"336",1.64429620531044e+308
"337",1.04865379468486e+308
"338",1.51998272326944e+308
"339",1.30998395234854e+308
"340",1.00324546184123e+308
"341",1.28602399849527e+308
"342",9.19092377682131e+307
"343",1.3300080994225e+306
"344",9.25469449285084e+307
"345",9.06939604603981e+307
"346",1.73660771165516e+308
"347",2.22028593672652e+307
"348",4.63282981606099e+307
"349",6.30472635046808e+307
"350",1.24652651246063e+308
"351",6.88522229266556e+307
"352",1.63714888170525e+306
"353",1.33424933731751e+308
"354",1.38708771673599e+308
"355",4.50336548629787e+305
"356",4.59934605866474e+307
"357",7.79693921402856e+306
"358",1.42570752259583e+308
"359",1.33511043894464e+308
"360",9.43196462293562e+307
"361",1.2066710115459e+307
"362",7.37233516401385e+307
"363",1.46310578164558e+308
"364",1.16659777269721e+308
"365",8.42046241399974e+306
"366",9.20588076039658e+307
"367",1.11004452328328e+307
"368",9.22431028887655e+307
"369",8.08834745682721e+307
"370",2.53923032983022e+307
"371",1.71018155906718e+308
"372",4.23942679946612e+307
"373",1.89530787983662e+307
"374",1.47113401267767e+308
"375",1.02338551575404e+308
"376",5.63655272616214e+307
"377",7.03023220997464e+307
"378",1.60673423820778e+308
"379",1.41250211604423e+308
"380",2.43024645589056e+307
"381",1.4455655274105e+308
"382",1.66449247977869e+308
"383",1.30926150813395e+308
"384",6.9333086789533e+307
"385",3.2070763192073e+307
"386",2.17654787059071e+307
"387",9.22547641795936e+307
"388",1.42931736546641e+308
"389",7.47791609990709e+307
"390",1.04922008210203e+308
"391",9.44277317118251e+307
"392",1.67224470421938e+307
"393",8.49394634820951e+307
"394",1.65961709355659e+308
"395",6.76819082199041e+307
"396",1.34536026729572e+308
"397",3.16814705598956e+306
"398",1.89683825386661e+307
"399",3.67575243249798e+307
"400",7.42236863139222e+307
"401",1.58504006601677e+308
"402",8.91362199270727e+307
"403",1.38365206813283e+307
"404",1.20899725762167e+308
"405",3.43005437357256e+306
"406",5.66693380986953e+307
"407",1.73787889107589e+308
"408",1.62479037247203e+307
"409",1.53579651499207e+308
"410",1.477120332863e+308
"411",4.54681532307987e+307
"412",7.07392537508353e+307
"413",1.42859513301591e+308
"414",1.68507227516109e+308
"415",7.98681517930973e+307
"416",1.60413317534958e+308
"417",7.49342955481414e+306
"418",1.53567433218298e+308
"419",1.23704872613826e+308
"420",1.12487456328318e+308
"421",1.48920124505382e+308
"422",1.58421772711856e+308
"423",1.03222633397294e+308
"424",6.02004889350802e+307
"425",1.7328963689279e+308
"426",1.70225713478967e+308
"427",1.40776105257974e+308
"428",1.91237566029051e+307
"429",1.4389873704188e+308
"430",2.02339247476718e+307
"431",6.73358101054417e+307
"432",3.13945707420652e+307
"433",6.45604128856707e+307
"434",7.38900776650722e+307
"435",1.29453489381572e+308
"436",1.58391440386077e+308
"437",4.54796414259794e+307
"438",9.99177975266009e+307
"439",1.3404318186193e+308
"440",7.57077793513985e+306
"441",7.38760760376999e+307
"442",1.52962550325713e+308
"443",1.61123910259501e+307
"444",9.07689336842696e+307
"445",7.76353385684826e+307
"446",1.02797784841196e+308
"447",5.59616586617221e+307
"448",1.44490791574242e+307
"449",2.86769242294911e+307
"450",4.71199841550764e+307
"451",1.73330697549045e+308
"452",1.13278257710485e+308
"453",9.18925902296729e+307
"454",1.22651221186659e+307
"455",1.35072803498441e+307
"456",1.52262511709977e+308
"457",8.52029618966025e+307
"458",8.92814892658526e+307
"459",1.67721514853293e+307
"460",1.29936756112819e+308
"461",4.10812325865392e+307
"462",6.69142762815266e+307
"463",1.42003483459632e+308
"464",1.49326764662025e+308
"465",2.46336898429308e+307
"466",6.25242206427911e+307
"467",1.46715994225968e+308
"468",5.43064061493821e+307
"469",1.27280424724747e+308
"470",1.49749294575385e+308
"471",9.24320132614451e+307
"472",1.58098604999766e+307
"473",1.54176205130485e+308
"474",1.08143639621889e+308
"475",1.76468221057003e+307
"476",1.5798253095295e+308
"477",1.57859128389882e+308
"478",5.01874085620335e+307
"479",1.70296092417154e+308
"480",2.49012850526284e+307
"481",1.51527620874205e+308
"482",6.92997455460446e+307
"483",1.74872647278593e+308
"484",9.11549605768065e+307
"485",1.60254014600752e+308
"486",1.64433801593508e+308
"487",1.36359175332839e+308
"488",3.67088104509587e+306
"489",2.61240748052331e+307
"490",1.71031137228964e+308
"491",1.19410709612672e+308
"492",8.02533985002523e+307
"493",1.61078781462039e+308
"494",9.53606144173325e+306
"495",3.42281604112462e+307
"496",1.47752983667569e+308
"497",4.35453419085101e+307
"498",1.58479931665072e+308
"499",7.62159295567705e+307
"500",1.51040730496162e+308
"501",1.35259438802576e+308
"502",1.19872884524208e+308
"503",1.41631036594788e+308
"504",7.05610411978805e+307
"505",2.61919065195119e+306
"506",1.59267680900376e+308
"507",1.00169590555464e+308
"508",1.38900244605655e+308
"509",1.57233765868428e+308
"510",1.73212908815007e+308
"511",1.11528256573708e+308
"512",7.43529063238295e+307
"513",1.50086681972407e+307
"514",2.46439155433075e+306
"515",1.91984434371167e+307
"516",9.28379437938431e+307
"517",4.65675976965082e+307
"518",8.41729883430748e+307
"519",1.63958532600987e+308
"520",8.61279922082154e+307
"521",5.33600433760094e+307
"522",2.67229020674812e+307
"523",1.7709927245871e+308
"524",9.59699520455127e+307
"525",1.84959834262457e+307
"526",7.64524272821057e+307
"527",1.73561684385958e+308
"528",1.37572501330887e+308
"529",5.61991359913656e+307
"530",1.4279086661467e+308
"531",1.11012040290129e+308
"532",1.47502342497474e+308
"533",1.21132299523445e+308
"534",1.14873707773177e+308
"535",3.67492128734023e+307
"536",1.47894927188576e+307
"537",1.38260597718779e+308
"538",2.58347802449105e+307
"539",1.46473200676665e+308
"540",5.99868923074507e+307
"541",6.11024818685674e+307
"542",3.07677559187682e+307
"543",7.09206007550439e+307
"544",1.00630316373174e+308
"545",1.64618259403012e+308
"546",1.49188908369895e+308
"547",1.53593251019803e+308
"548",1.38479558443972e+306
"549",6.29338489042252e+307
"550",6.6009794941732e+307
"551",9.94119201999002e+307
"552",1.75633695010939e+308
"553",2.05718043892549e+307
"554",1.25510200770446e+308
"555",6.72304091974595e+307
"556",1.01146209924326e+308
"557",1.40104317369056e+308
"558",1.26259070659011e+308
"559",6.62292220546689e+306
"560",9.94021313205563e+307
"561",6.27086251564847e+307
"562",9.6375593583212e+307
"563",1.09356005422947e+308
"564",8.27280560136056e+307
"565",1.53566473399654e+308
"566",6.86574514480003e+306
"567",1.31625368651791e+308
"568",1.46521403119511e+308
"569",1.04828970026824e+308
"570",8.92955373058751e+306
"571",3.37997673588767e+306
"572",1.57215533170142e+306
"573",1.75119828346227e+308
"574",6.49190804233022e+307
"575",1.21486358848105e+307
"576",1.02495251343192e+308
"577",3.77062606825357e+307
"578",4.89487527670898e+307
"579",5.62788635174941e+306
"580",9.21995384720901e+307
"581",3.83138567941168e+307
"582",4.04925235096097e+307
"583",6.62204916067653e+306
"584",5.15722067320449e+307
"585",1.68043429721522e+308
"586",1.19340756542019e+308
"587",1.30626865018828e+308
"588",3.80963607343703e+307
"589",1.27103628937193e+308
"590",8.9730440092632e+307
"591",8.06120863414728e+307
"592",3.52956283387142e+307
"593",3.17466918152697e+306
"594",8.85751988894853e+307
"595",1.58504006601677e+308
"596",3.94638139770375e+307
"597",6.47354216732901e+307
"598",1.12801239656016e+308
"599",1.11115018229375e+307
"600",1.68482173240146e+308
"601",4.11758676357958e+307
"602",1.40753347898739e+308
"603",4.00131670049748e+307
"604",8.26627187837576e+307
"605",7.30126109428951e+307
"606",1.58500897174022e+308
"607",7.5821387054659e+307
"608",6.24518856753692e+306
"609",6.25694305367281e+306
"610",4.17226229287766e+307
"611",1.68947649190887e+308
"612",1.66675496030538e+308
"613",6.76654074082613e+307
"614",1.20355170502707e+308
"615",1.72908608460668e+308
"616",9.41631124404353e+307
"617",1.60059157125632e+308
"618",1.7841915323515e+307
"619",1.25661668387766e+308
"620",2.79470485427e+307
"621",1.70757960185471e+308
"622",4.93150784395466e+307
"623",1.25555077467228e+308
"624",1.50150864828761e+308
"625",1.24127540609956e+308
"626",2.643732410886e+307
"627",1.63825355670216e+308
"628",1.75499224239002e+308
"629",1.54172184234116e+308
"630",1.6122927828179e+307
"631",4.3002759935452e+307
"632",6.67350601379744e+307
"633",1.32308297914488e+308
"634",8.10401623822848e+307
"635",7.99820958063436e+307
"636",1.50440650582614e+308
"637",3.81766818134886e+307
"638",5.258143217668e+307
"639",3.21806259583177e+307
"640",1.42897558021842e+308
"641",7.11557751950852e+307
"642",7.54463013218617e+307
"643",9.0687677872473e+307
"644",4.06736259497706e+307
"645",8.68752057041519e+307
"646",8.02050862863418e+307
"647",1.67557089644826e+308
"648",6.65435572431356e+307
"649",1.77361922345848e+308
"650",7.67905179291324e+307
"651",1.02498414684632e+308
"652",8.27583743593094e+306
"653",9.39241122621514e+307
"654",1.55982595802615e+308
"655",5.23531988401036e+307
"656",1.33594402633382e+308
"657",1.17068319414007e+308
"658",1.52244116951815e+308
"659",3.72542448874285e+307
"660",1.69163829250263e+308
"661",5.34254159247855e+307
"662",1.06095829111753e+308
"663",1.15274900167917e+308
"664",3.03247248523537e+307
"665",9.39233815933996e+307
"666",9.38601616179584e+307
"667",1.62864231850589e+308
"668",1.27233399811887e+307
"669",1.52990740892823e+308
"670",6.72177540974472e+307
"671",1.39994466090703e+308
"672",4.31428649273456e+307
"673",4.39369369916306e+307
"674",1.29560640225954e+308
"675",1.49544340006893e+308
"676",8.05073741181696e+307
"677",2.96526803056964e+307
"678",3.96777719776293e+307
"679",3.70058801003037e+307
"680",1.5764793016e+308
"681",4.12101907342285e+307
"682",1.73379646634841e+308
"683",1.47530301014285e+308
"684",6.90782290880096e+307
"685",2.63347340367079e+307
"686",2.84388473242669e+307
"687",1.36932225659393e+308
"688",2.14584715261372e+307
"689",1.76409516365474e+308
"690",3.81990688572293e+307
"691",1.65645795971057e+308
"692",1.04011649313766e+308
"693",1.16100925195102e+308
"694",5.59349916388233e+307
"695",1.41257968459429e+307
"696",1.3222551231833e+308
"697",7.54622421748683e+307
"698",7.43504314561099e+306
"699",7.61554100072896e+306
"700",1.71554793505838e+308
"701",1.49200921159804e+308
"702",1.45513883623345e+308
"703",2.36525219741024e+307
"704",9.41630312478043e+307
"705",6.28146537099141e+306
"706",9.92725217323609e+307
"707",1.46680292636697e+308
"708",1.20507619324091e+308
"709",3.19008558342775e+307
"710",3.54977366422778e+307
"711",5.14066018830606e+307
"712",1.16871921649101e+308
"713",1.7024063438241e+307
"714",1.39515868065273e+308
"715",1.49305066290017e+308
"716",1.39635174026865e+308
"717",1.52370050147359e+308
"718",9.30187487388023e+307
"719",6.03652882932333e+307
"720",4.13415731472195e+307
"721",4.75130432185482e+307
"722",4.68223632247535e+307
"723",5.68617739083455e+307
"724",8.62785105564694e+307
"725",1.18211046625617e+307
"726",7.07349959009363e+306
"727",1.6116030469197e+308
"728",1.54860078712551e+305
"729",1.41286914912416e+308
"730",1.199635638253e+308
"731",6.80857149134971e+307
"732",1.77815925785424e+308
"733",6.02137299579942e+306
"734",1.09312010307946e+308
"735",1.07763178570993e+307
"736",1.45657850266362e+308
"737",6.53663205910339e+307
"738",1.16495176812238e+308
"739",6.26099614234353e+307
"740",8.76450148736155e+307
"741",4.52255965052077e+307
"742",3.67219229087881e+307
"743",1.49639071397572e+308
"744",1.52049061277196e+308
"745",1.15035836853369e+307
"746",1.37962075347339e+308
"747",5.32850821266003e+306
"748",2.90621534811684e+307
"749",2.46960066987103e+307
"750",5.9542070840832e+307
"751",4.36974983497945e+306
"752",1.23321050178602e+307
"753",4.63826015676141e+307
"754",1.79008421841948e+308
"755",2.68137935948478e+307
"756",9.21754365065557e+307
"757",1.71762214518588e+308
"758",6.00334248507591e+307
"759",8.6498807770002e+307
"760",1.29856624932632e+308
"761",1.33227902147127e+308
"762",1.51614934620459e+308
"763",1.65586717757299e+308
"764",6.92592672877535e+306
"765",4.49558792708874e+307
"766",6.18538306378022e+307
"767",1.49345968336481e+308
"768",1.42137079290637e+308
"769",6.83618065968758e+307
"770",1.14313516051211e+308
"771",1.32317993709719e+308
"772",9.14763821982339e+307
"773",1.5163636077049e+308
"774",8.7730757543237e+307
"775",1.10370401255067e+308
"776",1.97208769669648e+307
"777",1.05817114016686e+308
"778",1.40143636717437e+308
"779",1.14672532841288e+308
"780",1.70430313721041e+308
"781",1.15426715123294e+308
"782",5.41635164508236e+307
"783",1.72224394734515e+308
"784",1.25880375542134e+308
"785",5.01800346594432e+307
"786",1.30330416201505e+308
"787",6.61896281184427e+307
"788",1.55624189131218e+308
"789",1.18363742120394e+308
"790",1.31794412823152e+308
"791",1.18510717147391e+308
"792",7.1842576628651e+307
"793",1.34317180511782e+308
"794",7.17058648993337e+307
"795",1.29031351501345e+307
"796",8.48551253739297e+306
"797",1.32229184404243e+307
"798",1.49706172509649e+308
"799",1.14031782143593e+308
"800",5.46734375755459e+307
"801",3.86389528520479e+307
"802",4.70821795627428e+307
"803",2.31678371941541e+307
"804",1.3504800457115e+308
"805",4.88819982157778e+307
"806",1.16084051847375e+308
"807",1.69124554444402e+308
"808",3.25155676213158e+307
"809",9.49096564571099e+307
"810",1.51975826266895e+308
"811",1.16828248157563e+308
"812",1.29744903038273e+307
"813",1.58271397623873e+308
"814",1.20278342171213e+308
"815",6.52922574999036e+307
"816",1.99649015254937e+307
"817",1.76774321098053e+308
"818",9.5727490753941e+307
"819",6.72273446656934e+307
"820",1.41257023748743e+308
"821",1.45421318532713e+307
"822",1.69548014893707e+308
"823",4.22378367378606e+307
"824",1.67373063886036e+308
"825",6.32459388069937e+307
"826",1.51337210190017e+308
"827",3.25852237941683e+307
"828",1.34829765448769e+307
"829",1.37214936635948e+308
"830",9.36702614178633e+306
"831",6.3408751971287e+307
"832",9.22663491074497e+306
"833",1.59579104299111e+308
"834",1.11784740410033e+308
"835",1.68967925451276e+308
"836",1.16589096616721e+308
"837",2.69659110725534e+307
"838",1.15630991241717e+308
"839",1.29293292093691e+308
"840",9.35142146937868e+307
"841",1.07294473014091e+308
"842",1.55720689511374e+308
"843",3.77205108363985e+307
"844",5.42067282864447e+306
"845",1.83995882624382e+307
"846",1.79404329189824e+308
"847",1.36258075542637e+308
"848",3.36938327997787e+307
"849",1.72435725747133e+308
"850",4.74594288429214e+307
"851",9.38126280295577e+307
"852",2.70009836193398e+307
"853",1.26451978854803e+308
"854",6.30607903497143e+307
"855",1.41293812791821e+308
"856",6.26405460017711e+307
"857",5.86363870823556e+307
"858",1.98548825338801e+307
"859",1.39579718559314e+308
"860",3.99703394836366e+305
"861",1.57579215329722e+308
"862",1.4203704387278e+308
"863",1.36166612803626e+307
"864",1.29742890069759e+308
"865",1.11924782216557e+308
"866",1.4743499662577e+308
"867",1.27158126194441e+308
"868",9.22104388662854e+307
"869",1.04186563051455e+308
"870",4.59860691975296e+307
"871",7.26047033507902e+307
"872",3.57414559828526e+307
"873",1.62860904841149e+308
"874",1.29900220597344e+308
"875",5.57385303824499e+307
"876",3.89993965872405e+307
"877",8.94737601133034e+307
"878",7.46402545343708e+307
"879",1.45662043801497e+308
"880",1.03239581640529e+308
"881",1.37035728729331e+308
"882",6.70696104526883e+307
"883",7.5981694776065e+307
"884",1.10649422905411e+308
"885",4.54641431344499e+307
"886",6.97899542205652e+307
"887",4.35306467318287e+307
"888",1.03691753857801e+308
"889",1.78002718192811e+308
"890",9.60217319455615e+307
"891",1.67939295678546e+308
"892",1.31625890498422e+308
"893",1.05334944259037e+308
"894",4.20392784213516e+307
"895",4.74627932983893e+307
"896",1.49451952113856e+308
"897",4.72479190493646e+307
"898",1.71246394561966e+308
"899",1.53226759084164e+308
"900",8.06308563884232e+307
"901",1.57945524620504e+308
"902",5.92951713194342e+307
"903",1.52203016814986e+308
"904",1.65534081565962e+308
"905",1.06648985499492e+308
"906",9.10922211013631e+306
"907",8.94563101186456e+307
"908",9.7936782292105e+307
"909",1.05149288429035e+308
"910",1.36263352698204e+308
"911",1.07625073398027e+308
"912",9.3621651082132e+307
"913",6.14194973015453e+307
"914",1.06708426349708e+308
"915",1.26911651718839e+308
"916",3.92067766813382e+307
"917",3.44763326199557e+307
"918",1.5919143532837e+308
"919",2.8106735663956e+305
"920",1.68900807971648e+308
"921",7.27739128332273e+306
"922",9.62438020837359e+307
"923",4.32617893542676e+306
"924",1.16044263071437e+308
"925",1.12050885076337e+308
"926",7.07839755992735e+307
"927",1.61230818481765e+307
"928",1.40731794624179e+307
"929",1.54678623420091e+308
"930",1.14085786127638e+307
"931",1.22911845449834e+307
"932",8.1173139968602e+307
"933",8.70161766533839e+307
"934",1.27607780052728e+308
"935",9.7908870669233e+307
"936",1.53704432400329e+308
"937",1.11382417542254e+308
"938",9.66326520159918e+307
"939",1.31589618143176e+307
"940",1.09540863292064e+307
"941",1.11029273469181e+308
"942",7.00130301477771e+306
"943",1.58323855852527e+308
"944",1.05070261391608e+308
"945",1.0926999441813e+308
"946",4.59118489563704e+307
"947",6.51855572005416e+307
"948",6.99983706783845e+307
"949",1.18059222585967e+308
"950",2.51291517218562e+307
"951",8.02913646998981e+307
"952",1.13148954864827e+308
"953",6.73796541957508e+307
"954",1.3234912967096e+308
"955",5.20801496345082e+307
"956",1.6089751026529e+308
"957",1.17767114123051e+308
"958",3.99731012079052e+307
"959",1.30051283723496e+306
"960",1.6458831864255e+308
"961",1.65455936224116e+308
"962",3.46919498925305e+307
"963",6.62355560898886e+307
"964",1.1614912757657e+308
"965",9.12863465497765e+307
"966",1.5826150867525e+308
"967",6.84421359520982e+307
"968",6.12121512882997e+307
"969",9.93282436878441e+307
"970",4.6402271586458e+307
"971",9.2348986726801e+307
"972",7.23009348731229e+307
"973",9.08957561596723e+307
"974",1.45622915569611e+307
"975",9.88075722235936e+307
"976",3.29809747515297e+307
"977",1.21979902425593e+308
"978",7.21079219418808e+307
"979",1.41850803440113e+308
"980",1.25948490990084e+308
"981",1.76128830751621e+307
"982",1.65609706859883e+308
"983",6.87064096875166e+306
"984",5.87299069363028e+307
"985",1.07395946377979e+308
"986",1.12560566212213e+308
"987",1.00005170995163e+308
"988",1.29893677867121e+308
"989",1.1132863575032e+308
"990",1.58181974656432e+308
"991",1.44416586088029e+308
"992",1.1555814108674e+308
"993",7.97965738862329e+307
"994",6.25406879387085e+306
"995",5.29810083519145e+307
"996",5.88459996760037e+307
"997",1.11030540611493e+308
"998",1.05620961170415e+308
"999",7.21118330873884e+307
"1000",1.13227954666469e+308
